G0129|PC녹취API|||2||||N|N|N|20130711|99991231|Y|N|N|N|20130711220653|N|
G0153|음성인식 착신지정M|||2||||N|N|N|20141113|99991231|Y|N|N|N|20141113220404|N|
G0118|전국대표번호 ARS|||2||||N|N|N|20121220|99991231|Y|N|N|N|20130425223034|N|
B0041|광랜E(500)|I|인터넷|1|065|인터넷 [FTTX_광랜_E_500]|LD|Y|Y|N|20140808|99991231|Y|Y|Y|N|20140808000153|Y|
B0042|광랜F(500)|I|인터넷|1|067|인터넷 [FTTX_광랜_F_500]|LD|Y|Y|N|20140808|99991231|Y|Y|Y|N|20140808000159|Y|
B0043|광랜F(GB)|I|인터넷|1|068|인터넷 [FTTX_광랜_F_GB]|LD|Y|Y|N|20140808|99991231|Y|Y|Y|N|20140808000203|Y|
B0044|광랜V(500)|I|인터넷|1|084|인터넷 [FTTX_광랜_V_500]|LD|Y|Y|N|20140808|99991231|Y|Y|Y|N|20140808000205|Y|
B0045|광랜W(800)|I|인터넷|1|085|인터넷 [HFC_광랜_W_800]|HD|Y|Y|N|20140808|99991231|Y|Y|Y|N|20140808000209|Y|
G0143|심플CRM|||2||||N|N|N|20140508|99991231|Y|N|N|N|20140508220816|N|
G0104|홈 ATM|||2||||N|N|N|20110520|99991231|N|N|N|N|20110602000000|N|
B0009|케이블-VDSL|I|인터넷|1|042|인터넷 [HFC_VDSL]|HL|Y|Y|N|20040301|99991231|Y|Y|Y|N|20110304000000|Y|
B0010|VDSL-I(IP)|I|인터넷|1|025|인터넷 [FTTX_VDSL(IP)_I]|LD|Y|Y|N|20020725|99991231|Y|Y|Y|N|20110304000000|Y|
B0011|VDSL-II(IP)|I|인터넷|1|026|인터넷 [FTTX_VDSL(IP)_II]|LD|Y|Y|N|20030116|99991231|Y|Y|Y|N|20110304000000|Y|
B0012|VDSL-III(IP)|I|인터넷|1|027|인터넷 [FTTX_VDSL(IP)_III]|LD|Y|Y|N|20050331|99991231|Y|Y|Y|N|20110304000000|Y|
B0013|데이터(FTTX)|I|인터넷|1|020|인터넷 [FTTX_일반]|FD|N|N|N|20030110|99991231|N|N|N|N|20110304000000|N|
B0014|VDSL(BWLL)|I|인터넷|1|028|인터넷 [FTTX_광랜_V]|LD|Y|Y|N|20050118|20110101|Y|Y|Y|Y|20110304000000|Y|
B0015|ADSL소호|I|인터넷|1|020|인터넷 [FTTX_일반]|FD|Y|Y|N|20010101|99991231|Y|Y|Y|N|20110304000000|Y|
B0016|ADSL-S|I|인터넷|1|020|인터넷 [FTTX_일반]|FD|Y|Y|N|20060612|99991231|Y|Y|Y|N|20110304000000|Y|
B0017|비즈마스터|I|인터넷|1|045|인터넷 [HFC_일반]|HD|Y|Y|N|20020701|99991231|Y|Y|Y|N|20110304000000|N|
B0018|뮤토피아(Mutopia)|I|인터넷|1|045|인터넷 [HFC_일반]|HD|Y|Y|N|20110101|20110101|Y|Y|Y|N|20110304000000|N|
B0019|데이터(HFC)|I|인터넷|1|045|인터넷 [HFC_일반]|HD|Y|Y|N|20010101|99991231|Y|Y|Y|N|20110304000000|Y|
B0020|케이블-무선|I|인터넷|1|035|인터넷 [HFC_무선]|HL|Y|Y|N|20060816|20100716|Y|Y|Y|N|20110304000000|Y|
B0021|광랜H|I|인터넷|1|032|인터넷 [FTTX_광랜_H]|LD|Y|Y|N|20050623|99991231|Y|Y|Y|N|20110304000000|Y|
B0023|ADSL|I|인터넷|1|020|인터넷 [FTTX_일반]|FD|Y|Y|N|20010101|99991231|Y|Y|Y|N|20110304000000|Y|
B0024|홈랜(WLL)|I|인터넷|1||||Y|Y|N|20010101|20110101|Y|Y|Y|N|20110304000000|Y|
B0025|오피스라인|I|인터넷|1|022|인터넷 [FTTX_오피스랜]|FL|Y|Y|N|20010101|99991231|Y|Y|Y|N|20110304000000|Y|
B0026|광랜E|I|인터넷|1|023|인터넷 [FTTX_광랜_E]|LD|Y|Y|N|20010731|99991231|Y|Y|Y|N|20110304000000|Y|
B0027|광랜V|I|인터넷|1|028|인터넷 [FTTX_광랜_V]|LD|Y|Y|N|20060603|99991231|Y|Y|Y|N|20110304000000|Y|
B0028|광랜F|I|인터넷|1|033|인터넷 [FTTX_광랜_F]|LD|Y|Y|N|20060603|99991231|Y|Y|Y|N|20110304000000|Y|
B0029|광랜P|I|인터넷|1|034|인터넷 [FTTX_광랜_P]|LD|Y|Y|N|20060603|99991231|Y|Y|Y|N|20110304000000|Y|
B0030|광랜FTTH-R|I|인터넷|1|036|인터넷 [FTTX_광랜_R]|LD|Y|Y|N|20060929|99991231|Y|Y|Y|N|20110304000000|Y|
B0031|멀티LAN|I|인터넷|1|031|멀티LAN [FTTX]|LD|Y|N|N|20070928|99991231|Y|N|N|N|20110304000000|Y|
B0032|광랜FTTH|I|인터넷|1|039|인터넷 [FTTX_광랜_FTTH]|LD|Y|Y|N|20071106|99991231|Y|Y|Y|N|20110304000000|Y|
B0033|VoDSL|I|인터넷|1||||Y|N|N|20011029|20110101|Y|Y|Y|N|20110304000000|Y|
B0034|광랜S|I|인터넷|1|024|인터넷 [FTTX_광랜_S]|LD|Y|Y|N|20110101|99991231|Y|Y|Y|N|20110304000000|Y|
B0035|광랜T|I|인터넷|1|037|인터넷 [HFC_광랜_T]|LD|Y|Y|N|20070126|99991231|Y|Y|Y|N|20110304000000|Y|
B0036|광랜W|I|인터넷|1|038|인터넷 [HFC_광랜_W]|HD|Y|Y|N|20070326|99991231|Y|Y|Y|N|20110304000000|Y|
B0037|케이블홈랜|I|인터넷|1|046|인터넷 [HFC_홈랜]|HL|Y|Y|N|20010101|99991231|Y|Y|Y|N|20110304000000|Y|
B0050|광고형인터넷D/U|I|인터넷|1||||N|N|N|20110101|99991231|N|N|N|N|20110304000000|N|
B0055|선불형(무선)|I|인터넷|1||||N|N|N|20110101|99991231|N|N|N|N|20110304000000|N|
B0056|소기업네트웍|I|인터넷|1||||N|N|N|20011205|99991231|N|N|N|N|20110304000000|N|
B0062|인터넷D/U|I|인터넷|1||||N|N|N|20110101|99991231|N|N|N|N|20110304000000|N|
B0063|홈랜(FTTX)|I|인터넷|1|021|인터넷 [FTTX_홈랜]|FL|Y|Y|N|20110101|20110101|Y|Y|Y|N|20110304000000|N|
B0065|B인터넷_타사임차|I|인터넷|1||||N|N|N|20070328|99991231|N|N|N|N|20110304000000|N|
B0066|VDSL-I(AT)|I|인터넷|1|057|인터넷 [FTTX_VDSL(AT)_I]|FD|Y|Y|N|20020725|99991231|Y|Y|Y|N|20110304000000|Y|
B0067|VDSL-II(AT)|I|인터넷|1|058|인터넷 [FTTX_VDSL(AT)_II]|FD|Y|Y|N|20030116|99991231|Y|Y|Y|N|20110304000000|Y|
B0068|VDSL-III(AT)|I|인터넷|1|059|인터넷 [FTTX_VDSL(AT)_III]|FD|Y|Y|N|20050331|99991231|Y|Y|Y|N|20110304000000|Y|
B0069|비즈광랜(ONU type)|B|기업데이터|1|079|Biz-Light [FTTx]|LD|Y|Y|N|20110217|99991231|Y|Y|Y|N|20110322000000|N|
B0070|비즈광랜(ONT type)|B|기업데이터|1|039|인터넷 [FTTX_광랜_FTTH]|LD|Y|Y|N|20110217|99991231|Y|Y|Y|N|20130904015406|N|
B0071|Biz-Light|B|기업데이터|1|079|Biz-Light [FTTx]|LD|Y|Y|N|20100401|99991231|Y|Y|N|N|20110304000000|N|
B0072|Biz-Light(WiFi)|B|기업데이터|1|079|Biz-Light [FTTx]|LD|Y|Y|N|20110428|99991231|Y|Y|N|N|20110524000000|N|
F0001|가상사설망|P|유선전화|1||||N|N|N|20010101|99991231|Y|N|N|N|20110304000000|N|
F0002|그룹웨어|P|유선전화|1||||N|N|N|20061201|99991231|Y|N|N|N|20170602003000|N|
F0003|착신과금|P|유선전화|1||||N|N|N|20010101|99991231|Y|N|N|N|20110304000000|N|
F0004|평생번호|P|유선전화|1||||N|N|N|20010101|99991231|Y|N|N|N|20131114220529|N|
F0005|국제로밍폰서비스|P|유선전화|1||||N|N|N|20060927|99991231|N|N|N|N|20110304000000|N|
F0006|국제로밍폰서비스(회수대행)|P|유선전화|1||||N|N|N|20080709|99991231|N|N|N|N|20110304000000|N|
F0007|우리번호|P|유선전화|1||||N|N|N|20060927|99991231|Y|N|N|N|20131114220625|N|
F0008|0506 녹취서비스|P|유선전화|1||||N|N|N|20080818|99991231|N|N|N|N|20110304000000|N|
