망장애작업일련번호|정보센터국사코드|장비설치국사코드|장비관리번호|장비TID값|HFC커버리지CELL번호|RACK번호|SHELF번호|SLOT카드번호|포트번호|망장애작업복구번호|피해회선수;
9803199|A10100|N01124|FS101635|G2_길동현대_101_1-5#M1_GP||||||1|18;
9803199|A10100|N01124|FS101636|G2_길동현대_101_6-9#M1_GP||||||1|16;
9803199|A10100|N01124|FS128092|G2_길동현대_102_1-4#M1_GP||||||1|20;
9803199|A10100|N01124|FS230238|G2_길동현대_101_6-9#M2_GP||||||1|8;
9803199|A10100|N01124|PL020370|길동현대_101_6-9#BVD_1||||||1|0;
9803199|A10100|N01124|FS101637|G2_길동현대_102_1-4#M2_GP||||||1|21;
9803199|A10100|N01124|FS187937|길동현대_MDF#M1_열위||||||1|0;
9803199|A10100|N01124|FS101638|G2_길동현대_102_5-8#M1_GP||||||1|19;
9803199|A10100|N01124|PE002049|길동현대_50M_CU#M1_GP||||||1|1;
9803199|A10100|N01124|RN001062|SPC71331||||||1|48;
9803199|A10100|N01124|FS128091|G2_길동현대_101_1-5#M2_GP||||||1|17;
9803199|A10100|N01124|FS319106|G2_길동현대_102_5-8#M2_GP||||||1|5;
9803541|A10100|M52523|FS298257|[Mini08]암사동-474-4||||||1|2;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|031||1|;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|011||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|021||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|022||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|041||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|011||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|021||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|022||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|042||1|24;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|012||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|032||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|041||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|051||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|102||1|15;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|052||1|21;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|062||1|19;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|192||1|0;
9802903|N00936|N01640|RN001490|HW-WOOSUNG#5||01|01|182||1|15;
10612309300|N00936|N01640|FS063613|호원 우성5차_505(6-7)M||01|01|011||2784891|12;
10612309300|N00936|N01640|FS063613|호원 우성5차_505(6-7)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063606|호원 우성5차_502(1-2)M||01|01|011||2784891|15;
10612309300|N00936|N01640|FS063604|호원 우성5차_501(3-5)M||01|01|011||2784891|16;
10612309300|N00936|N01640|FS063604|호원 우성5차_501(3-5)M||01|01|021||2784891|0;
10612309300|N00936|N01640|FS063604|호원 우성5차_501(3-5)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063606|호원 우성5차_502(1-2)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063609|호원 우성5차_503(1-2)M||01|01|011||2784891|9;
10612309300|N00936|N01640|FS063609|호원 우성5차_503(1-2)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063610|호원 우성5차_503(3-5)M||01|01|011||2784891|12;
10612309300|N00936|N01640|FS063610|호원 우성5차_503(3-5)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063605|호원 우성5차_501(6-7)M||01|01|011||2784891|16;
10612309300|N00936|N01640|FS063605|호원 우성5차_501(6-7)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063603|호원 우성5차_501(1-2)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063611|호원 우성5차_505(1-2)M||01|01|011||2784891|12;
10612309300|N00936|N01640|FS063611|호원 우성5차_505(1-2)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063603|호원 우성5차_501(1-2)M||01|01|011||2784891|13;
10612309300|N00936|N01640|FS063607|호원 우성5차_502(3-5)M||01|01|011||2784891|19;
10612309300|N00936|N01640|FS063607|호원 우성5차_502(3-5)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS227959|호원 우성5차_505(3-5)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS063608|호원 우성5차_502(6-7)M||01|01|011||2784891|15;
10612309300|N00936|N01640|FS063608|호원 우성5차_502(6-7)M||01|01|031||2784891|0;
10612309300|N00936|N01640|FS227959|호원 우성5차_505(3-5)M||01|01|011||2784891|18;
10612311400|N00939|N01688|FS265950|진건한신1차_105동(5-8호)M13||01|01|021||2784894|0;
10612307200|G10100|N02764|PL048402|도산 호반1차(V100_EX)_9||01|01|011||2784892|0;
10612307200|G10100|N02764|PL048402|도산 호반1차(V100_EX)_9||01|01|021||2784892|21;
10612311400|N00939|N01688|FS265950|진건한신1차_105동(5-8호)M13||01|01|011||2784894|3;
10612310500|N00939|N81541|FS247579|진건_사능초등학교_biz||01|01|011||2785089|2;
10612310500|N00939|N81541|FS247579|진건_사능초등학교_biz||01|01|021||2785089|0;
10612311400|N00939|N01688|FS148394|진건한신1차_101동(5-10호)M3||01|01|011||2784740|15;
10612311400|N00939|N01688|FS148394|진건한신1차_101동(5-10호)M3||01|01|021||2784740|0;
10612311400|N00939|N01688|FS148398|진건한신1차_103동(1-6호)M7||01|01|011||2784976|13;
10612311400|N00939|N01688|FS148398|진건한신1차_103동(1-6호)M7||01|01|021||2784976|0;
10612311400|N00939|N01688|FS148397|진건한신1차_102동(1-6호)M6||01|01|011||2784262|9;
10612311400|N00939|N01688|FS148397|진건한신1차_102동(1-6호)M6||01|01|021||2784262|0;
10612311400|N00939|N01688|FS148405|진건한신1차_106동(1-8호)M17||01|01|011||2784977|22;
10612311400|N00939|N01688|FS148405|진건한신1차_106동(1-8호)M17||01|01|021||2784977|0;
10612311400|N00939|M29564|FS282775|[Mini08]진건금강빌A동||01|01|021||2784896|1;
10612311400|N00939|N02064|FS086665|진건한신조합#7동(1-6)_M1_G||01|01|011||2784895|19;
10612311400|N00939|N02064|FS086665|진건한신조합#7동(1-6)_M1_G||01|01|021||2784895|0;
10612311400|N00939|N01688|FS231474|진건한신1차_104동(5-8호)M11||01|01|011||2784664|7;
10612311400|N00939|N01688|FS231474|진건한신1차_104동(5-8호)M11||01|01|021||2784664|0;
10612311400|N00939|N01688|FS220614|진건한신1차_103동(1-6호)M8||01|01|011||2784978|15;
10612311400|N00939|N01688|FS220614|진건한신1차_103동(1-6호)M8||01|01|021||2784978|0;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|011||2784824|10;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|021||2784824|;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|031||2784824|;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|041||2784824|;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|051||2784824|;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|071||2784824|;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|081||2784824|;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|091||2784824|;
10612313800|N00939|N55482|NR022020|KG_JG_W_FTTH2||01|01|101||2784824|;
10612311400|N00939|N01688|FS148396|진건한신1차_102동(1-6호)M5||01|01|011||2784544|19;
10612311400|N00939|N01688|FS148396|진건한신1차_102동(1-6호)M5||01|01|021||2784544|0;
10612311400|N00939|N01688|FS148400|진건한신1차_104동(1-4호)M9||01|01|011||2784665|22;
10612311400|N00939|N01688|FS148400|진건한신1차_104동(1-4호)M9||01|01|021||2784665|0;
10612311400|N00939|N01688|FS202097|진건한신1차_101동(1-4호)M2||01|01|011||2784545|5;
10612311400|N00939|N01688|FS202097|진건한신1차_101동(1-4호)M2||01|01|021||2784545|0;
10612311400|N00939|N02064|FS086667|진건한신조합#8동(1-5)_M3_G||01|01|011||2784264|14;
10612311400|N00939|N02064|FS086667|진건한신조합#8동(1-5)_M3_G||01|01|021||2784264|0;
10612311400|N00939|N01688|FS148402|진건한신1차_105동(1-4호)M12||01|01|011||2784741|18;
10612311400|N00939|N01688|FS148402|진건한신1차_105동(1-4호)M12||01|01|021||2784741|0;
10612311400|N00939|N01688|FS148393|진건한신1차_101동(1-4호)M1||01|01|011||2785090|13;
10612311400|N00939|N01688|FS148393|진건한신1차_101동(1-4호)M1||01|01|021||2785090|0;
10612311400|N00939|N01688|FS265951|진건한신1차_105동(9-12호)M15||01|01|011||2784742|5;
10612311400|N00939|M29564|FS282795|[Mini08]진건금강빌B동||01|01|021||2784263|1;
10612311400|N00939|N01688|FS265951|진건한신1차_105동(9-12호)M15||01|01|021||2784742|0;
10612313800|N00939|N00939|NR016281|KG_GUR_GPON02||01|01|011||2784823|27;
10612313800|N00939|N00939|NR016281|KG_GUR_GPON02||01|01|021||2784823|;
10612311400|N00939|N01688|FS148395|진건한신1차_101동(5-10호)M4||01|01|011||2784897|8;
10612311400|N00939|N01688|FS148395|진건한신1차_101동(5-10호)M4||01|01|021||2784897|0;
10612311400|N00939|N01688|FS148406|진건한신1차_106동(1-8호)M18||01|01|011||2784822|6;
10612311400|N00939|N01688|FS148406|진건한신1차_106동(1-8호)M18||01|01|021||2784822|0;
10612311400|N00939|N01688|FS148401|진건한신1차_104동(5-8호)M10||01|01|011||2784821|23;
10612311400|N00939|N01688|FS148401|진건한신1차_104동(5-8호)M10||01|01|021||2784821|0;
10612310400|E10100|M64101|FS306695|[Biz_O] 신서주영빌||01|01|011||2784546|1;
10612311400|N00939|N01688|FS148404|진건한신1차_105동(9-12호)M16||01|01|011||2784543|20;
10612311400|N00939|N01688|FS148404|진건한신1차_105동(9-12호)M16||01|01|021||2784543|0;
10612310400|E10100|M64101|FS306695|[Biz_O] 신서주영빌||01|01|041||2784546|0;
10612306700|N01711|N35993|FS185533|채운_대우이안101(1-2)_7F||01|01|021||2784825|0;
10612306700|N01711|N35993|FS185536|채운_대우이안102(3-4)_7F||01|01|011||2784666|8;
10612306700|N01711|N35993|FS185536|채운_대우이안102(3-4)_7F||01|01|021||2784666|0;
10612306700|N01711|N35993|FS185533|채운_대우이안101(1-2)_7F||01|01|011||2784825|13;
10612306700|N01711|N35993|FS185539|채운_대우이안104(3-4)_7F||01|01|021||2784826|0;
10612306700|N01711|N35993|FS185538|채운_대우이안104(1-2)_7F||01|01|011||2784743|13;
10612306700|N01711|N35993|FS185538|채운_대우이안104(1-2)_7F||01|01|021||2784743|0;
10612306700|N01711|N35993|FS185539|채운_대우이안104(3-4)_7F||01|01|011||2784826|14;
10612306700|N01711|N35993|FS275395|채운_대우이안101(3-5)_2(7F)||01|01|011||2784827|4;
10612306700|N01711|N35993|FS275395|채운_대우이안101(3-5)_2(7F)||01|01|021||2784827|0;
10612306700|N01711|N35993|FS185540|채운_대우이안105(1-2)_7F||01|01|011||2784265|15;
10612306700|N01711|N35993|FS185540|채운_대우이안105(1-2)_7F||01|01|021||2784265|0;
10612306700|N01711|N35993|FS185541|채운_대우이안105(3-4)_7F||01|01|011||2784898|7;
10612306700|N01711|N35993|FS185541|채운_대우이안105(3-4)_7F||01|01|021||2784898|0;
10612306700|N01711|N35993|FS185534|채운_대우이안101(3-5)_1(7F)||01|01|011||2784667|14;
10612306700|N01711|N35993|FS185534|채운_대우이안101(3-5)_1(7F)||01|01|021||2784667|0;
10612310600|B20100|M90548|FS324157|[마트]하나로클럽금곡점_G||01|01|011||2784744|1;
10612310600|B20100|M90548|FS324157|[마트]하나로클럽금곡점_G||01|01|021||2784744|0;
10612306700|N01711|N35993|FS185537|채운_대우이안103(1-2)_7F||01|01|011||2784266|13;
10612306700|N01711|N35993|FS185537|채운_대우이안103(1-2)_7F||01|01|021||2784266|0;
10612315000|J10100|N00749|FS217856|소만10단지_1004_GPON||01|01|011||2784745|15;
10612315000|J10100|N00749|FS217856|소만10단지_1004_GPON||01|01|021||2784745|0;
10612315000|J10100|N00749|PL031653|소만10단지_1004_ELR5||01|01|011||2784901|6;
10612315000|J10100|N00749|PL048132|소만10단지_1004_ELR5(증설2)||01|01|011||2784547|4;
10612315000|J10100|N00749|PL039975|소만10단지_1004_ELR5(증설)||01|01|011||2784267|6;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00005|1|11;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00017|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00019|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00023|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00025|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00027|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00029|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00031|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00002|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00008|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00012|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00014|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00016|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00018|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00020|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00022|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00024|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00026|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00028|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00030|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00003|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00007|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00009|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00011|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00013|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00015|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|031|00021|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00004|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00006|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|021|00010|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|041|00032|1|;
5577683403|N01711|N35993|EV018733|HVCA.djcwia0001||01|01|011|00001|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00004|1|10;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00005|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00006|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00007|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00008|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00013|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00014|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00015|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00016|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00020|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00021|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00023|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00024|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00025|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00026|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00027|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00029|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00030|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00031|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00032|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00001|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00009|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00010|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00011|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|021|00012|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00017|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00018|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00019|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|031|00022|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|041|00028|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00002|1|;
5577683403|N01711|N35993|EV028082|HECA.djcwia0002||01|01|011|00003|1|;
10612315900|H10100|W07048|FS339036|[마트]야탑동-홈플러스||01|01|011||2784828|1;
10612315900|H10100|W07048|FS339036|[마트]야탑동-홈플러스||01|01|021||2784828|0;
10612311400|N00939|N02392|FS118244|진건주공2단지#201동(1-6)_M2||01|01|011||2784902|6;
10612311400|N00939|N02392|FS118244|진건주공2단지#201동(1-6)_M2||01|01|021||2784902|0;
10612311400|N00939|N02392|FS118244|진건주공2단지#201동(1-6)_M2||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118242|진건주공2단지#201동(2-3)_M1||01|01|011||2784902|9;
10612311400|N00939|N02392|FS118242|진건주공2단지#201동(2-3)_M1||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118246|진건주공2단지#202동(2-3)_M3_G||01|01|011||2784902|14;
10612311400|N00939|N02392|FS118246|진건주공2단지#202동(2-3)_M3_G||01|01|021||2784902|0;
10612311400|N00939|N02392|FS118246|진건주공2단지#202동(2-3)_M3_G||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118271|진건주공2단지#204동(3-4)_M5S1||01|01|011||2784902|5;
10612311400|N00939|N02392|FS118271|진건주공2단지#204동(3-4)_M5S1||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118253|진건주공2단지#202동(4-5)_M||01|01|011||2784902|8;
10612311400|N00939|N02392|FS118253|진건주공2단지#202동(4-5)_M||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118275|진건주공2단지#205동(1-6)_M6S1||01|01|011||2784902|6;
10612311400|N00939|N02392|FS118275|진건주공2단지#205동(1-6)_M6S1||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118270|진건주공2단지#204동(2-3)_M5||01|01|011||2784902|9;
10612311400|N00939|N02392|FS118270|진건주공2단지#204동(2-3)_M5||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118272|진건주공2단지#204동(5-6)_M5S2||01|01|011||2784902|6;
10612311400|N00939|N02392|FS118272|진건주공2단지#204동(5-6)_M5S2||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118266|진건주공2단지#203동(4-5)_M4S1||01|01|011||2784902|11;
10612311400|N00939|N02392|FS118273|진건주공2단지#205동(2-3)_M6||01|01|011||2784902|5;
10612311400|N00939|N02392|FS118273|진건주공2단지#205동(2-3)_M6||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118257|진건주공2단지#202동(1-6)_M||01|01|011||2784902|15;
10612311400|N00939|N02392|FS118257|진건주공2단지#202동(1-6)_M||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118243|진건주공2단지#201동(4-5)_M2S1||01|01|011||2784902|10;
10612311400|N00939|N02392|FS118243|진건주공2단지#201동(4-5)_M2S1||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118274|진건주공2단지#205동(4-5)_M7_G||01|01|011||2784902|7;
10612311400|N00939|N02392|FS118274|진건주공2단지#205동(4-5)_M7_G||01|01|021||2784902|0;
10612311400|N00939|N02392|FS118269|진건주공2단지#203동(1-6)_M||01|01|011||2784902|9;
10612311400|N00939|N02392|FS118269|진건주공2단지#203동(1-6)_M||01|01|031||2784902|0;
10612311400|N00939|N02392|FS118262|진건주공2단지#203동(2-3)_M||01|01|011||2784902|13;
10612311400|N00939|N02392|FS118262|진건주공2단지#203동(2-3)_M||01|01|031||2784902|0;
5011436934701|A30100|N08451|WB140Y01|WB140Y01|13-1|||||2784889|25;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|011||2785093|12;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|012||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|032||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|052||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|042||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|092||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|062||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|162||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|152||2785093|;
10612304700|N02808|N02808|NR018368|SKT_제주사옥_FTTH_OLT#08||01|01|172||2785093|;
10612316200|N00939|N02392|FS118262|진건주공2단지#203동(2-3)_M||01|01|011||2784829|13;
10612316200|N00939|N02392|FS118262|진건주공2단지#203동(2-3)_M||01|01|031||2784829|0;
10612316200|N00939|N02392|FS118243|진건주공2단지#201동(4-5)_M2S1||01|01|011||2784549|10;
10612316200|N00939|N02392|FS118243|진건주공2단지#201동(4-5)_M2S1||01|01|031||2784549|0;
10612316200|N00939|N02392|FS118269|진건주공2단지#203동(1-6)_M||01|01|011||2784668|9;
10612316200|N00939|N02392|FS118269|진건주공2단지#203동(1-6)_M||01|01|031||2784668|0;
10612316200|N00939|N02392|FS118271|진건주공2단지#204동(3-4)_M5S1||01|01|011||2784830|5;
10612316200|N00939|N02392|FS118271|진건주공2단지#204동(3-4)_M5S1||01|01|031||2784830|0;
10612316200|N00939|N02392|FS118242|진건주공2단지#201동(2-3)_M1||01|01|011||2784268|9;
10612316200|N00939|N02392|FS118242|진건주공2단지#201동(2-3)_M1||01|01|031||2784268|0;
10612316200|N00939|N02392|FS118273|진건주공2단지#205동(2-3)_M6||01|01|011||2784548|5;
10612316200|N00939|N02392|FS118273|진건주공2단지#205동(2-3)_M6||01|01|031||2784548|0;
10612316200|N00939|N02392|FS118246|진건주공2단지#202동(2-3)_M3_G||01|01|011||2784904|14;
10612316200|N00939|N02392|FS118246|진건주공2단지#202동(2-3)_M3_G||01|01|021||2784904|0;
10612316200|N00939|N02392|FS118246|진건주공2단지#202동(2-3)_M3_G||01|01|031||2784904|0;
10612316200|N00939|N02392|FS118275|진건주공2단지#205동(1-6)_M6S1||01|01|011||2785094|6;
10612316200|N00939|N02392|FS118275|진건주공2단지#205동(1-6)_M6S1||01|01|031||2785094|0;
10612316200|N00939|N02392|FS118253|진건주공2단지#202동(4-5)_M||01|01|011||2784903|8;
10612316200|N00939|N02392|FS118253|진건주공2단지#202동(4-5)_M||01|01|031||2784903|0;
10612316200|N00939|N02392|FS118257|진건주공2단지#202동(1-6)_M||01|01|011||2784979|15;
10612316200|N00939|N02392|FS118257|진건주공2단지#202동(1-6)_M||01|01|031||2784979|0;
10612316200|N00939|N02392|FS118272|진건주공2단지#204동(5-6)_M5S2||01|01|011||2784269|6;
10612316200|N00939|N02392|FS118272|진건주공2단지#204동(5-6)_M5S2||01|01|031||2784269|0;
10612316200|N00939|N02392|FS118274|진건주공2단지#205동(4-5)_M7_G||01|01|011||2784669|7;
10612316200|N00939|N02392|FS118274|진건주공2단지#205동(4-5)_M7_G||01|01|021||2784669|0;
10612316200|N00939|N02392|FS118244|진건주공2단지#201동(1-6)_M2||01|01|011||2784906|6;
10612316200|N00939|N02392|FS118244|진건주공2단지#201동(1-6)_M2||01|01|021||2784906|0;
10612316200|N00939|N02392|FS118244|진건주공2단지#201동(1-6)_M2||01|01|031||2784906|0;
10612316200|N00939|N02392|FS118266|진건주공2단지#203동(4-5)_M4S1||01|01|011||2784905|11;
10612316200|N00939|N02392|FS118270|진건주공2단지#204동(2-3)_M5||01|01|011||2784550|9;
10612316200|N00939|N02392|FS118270|진건주공2단지#204동(2-3)_M5||01|01|031||2784550|0;
10612318300|N03029|N53835|PL047427|남산두산사원(한양3동)_4||01|01|011||2784831|0;
10612318300|N03029|N53835|PL047427|남산두산사원(한양3동)_4||01|01|021||2784831|19;
10612318400|G10100|N56026|FS223678|소촌 보양맨션_A_M||01|01|011||2784746|20;
10612318400|G10100|N56026|FS223678|소촌 보양맨션_A_M||01|01|031||2784746|0;
10612318200|N00939|N88211|FS266479|[Mini08]별내동_942-3||01|01|011||2784909|0;
10612318200|N00939|N88211|FS266479|[Mini08]별내동_942-3||01|01|021||2784909|4;
10612314500|C20100|N38450|FS272891|[마트]이마트부평점 M||01|01|011||2784551|3;
10612314500|C20100|N38450|FS272891|[마트]이마트부평점 M||01|01|021||2784551|0;
9803000|N00936|N01640|FS063604|호원 우성5차_501(3-5)M||||||2784747|16;
10612306700|N01711|N35993|FS185535|채운_대우이안102(1-2)_7F||01|01|011||2784899|6;
10612306700|N01711|N35993|FS185535|채운_대우이안102(1-2)_7F||01|01|021||2784899|0;
9802993|G10100|N23383|EV008913|HEGS.NJSW0102||||||1|0;
10612317700|A20100|M59931|FS303324|WIFI_롯데리아성대시장점||01|01|011||2785096|0;
10612317700|A20100|M59931|FS303324|WIFI_롯데리아성대시장점||01|01|021||2785096|1;
9803000|N00936|N01640|FS063611|호원 우성5차_505(1-2)M||||||2784747|12;
9803000|N00936|N01640|FS063605|호원 우성5차_501(6-7)M||||||2784747|16;
9803000|N00936|N01640|FS063607|호원 우성5차_502(3-5)M||||||2784747|19;
9803000|N00936|N01640|FS063610|호원 우성5차_503(3-5)M||||||2784747|12;
9803000|N00936|N01640|FS063613|호원 우성5차_505(6-7)M||||||2784747|12;
9803000|N00936|N01640|FS063609|호원 우성5차_503(1-2)M||||||2784747|9;
9803000|N00936|N01640|FS063608|호원 우성5차_502(6-7)M||||||2784747|15;
9803000|N00936|N01640|FS063603|호원 우성5차_501(1-2)M||||||2784747|13;
9803000|N00936|N01640|FS063606|호원 우성5차_502(1-2)M||||||2784747|15;
9803000|N00936|N01640|FS226822|호원 우성5차_501_장비실||||||2784747|0;
9803000|N00936|N01640|FS227959|호원 우성5차_505(3-5)M||||||2784747|18;
