망장애작업일련번호|망장애작업복구번호|복구소요시간;
9803285|1|630;
9803286|1|630;
9802845|1|180;
9803753|1|144;
9802924|1|132;
9803365|1|130;
9803366|1|130;
9803367|1|130;
9803368|1|130;
9803370|1|130;
9803371|1|130;
9803372|1|130;
9803373|1|130;
9803374|1|130;
9803375|1|130;
9803376|1|130;
9803377|1|130;
9803378|1|130;
9803379|1|130;
9803380|1|130;
9803381|1|130;
9803382|1|130;
9803383|1|130;
9803384|1|130;
9803385|1|130;
9803386|1|130;
9803387|1|130;
9802846|1|120;
10612629800|2785903|10;
10612629500|2785753|10;
10612629700|2786200|10;
10612629600|2785997|10;
9803716|2786303|11;
10612629100|2785998|15;
10612630100|2785904|11;
10612610800|2785755|106;
10612612500|2786201|91;
10612632800|2785754|5;
10612632800|2786304|6;
9803866|2786202|50;
10612628600|2786372|5;
10612633200|2785908|14;
10612628900|2785836|29;
5578146003|1|10;
9803087|2786209|175;
9803088|2786206|174;
9803088|2786207|174;
9803088|2786208|174;
10612638400|2786309|11;
9803084|2786211|176;
9803086|2786212|178;
9803086|2786213|178;
9803084|2786210|176;
10612629300|2785764|31;
9804163|2786378|42;
9803083|2786214|179;
10612638200|2785765|15;
10612633900|2785906|4;
10612633900|2785907|4;
10612633900|2785831|5;
10612633900|2785832|4;
10612633900|2785834|4;
10612633900|2785835|4;
10612633900|2786204|4;
10612633900|2786205|4;
10612633900|2786203|4;
10612633900|2786115|20;
10612633900|2786113|4;
10612633900|2786114|5;
10612633900|2785756|4;
10612633900|2785757|4;
10612633900|2785758|4;
10612633900|2785759|4;
10612633900|2785760|4;
10612633900|2785761|4;
10612633900|2786305|4;
10612633900|2786306|4;
10612633900|2786307|4;
10612633900|2786308|4;
10612633900|2786377|4;
10612633900|2785833|4;
9803833|2786379|54;
10612639600|2785909|5;
9803861|2786215|89;
9804043|2786116|56;
9803859|2786216|97;
10612211100|2786381|1609;
5578156503|1|15;
9803607|2785910|111;
5011436669801|2784591|29;
5011436689501|2784600|34;
5011436721301|2784227|4;
5011436669801|2784141|29;
5011436689501|2784331|34;
10612640300|2785837|14;
10612640300|2785838|14;
10612631900|2785911|51;
10612631900|2785766|52;
10612631900|2786382|45;
10612593500|2785878|26;
10612593500|2785796|26;
10612593500|2785352|6;
10612593500|2785701|26;
10612593500|2785702|25;
10612637700|2786380|25;
9803831|2786310|56;
10612640500|2785912|18;
10612636700|2786118|43;
10612447400|2786001|294;
10612636900|2785763|5;
9803991|2785839|26;
9803029|2786313|124;
9803028|2786471|110;
9803789|2786219|192;
10612642100|2786217|4;
10612642100|2786218|4;
10612642100|2786119|4;
10612642100|2785768|5;
10612642100|2785769|4;
10612642100|2786311|5;
10612642100|2786312|4;
10612642100|2785999|4;
10612642100|2786000|4;
9803797|2786220|192;
10612642500|2786221|5;
9803803|2786222|193;
10612642600|2786121|4;
9803864|2786223|109;
10612642300|2786224|13;
9803578|1|292;
9802922|1|120;
9804272|1|58;
10612642100|2785770|4;
9802635|1|240;
9803817|1|155;
9803318|1|153;
9803822|1|118;
9803862|1|111;
9804190|2786123|33;
9804171|2786002|75;
9804078|2786225|78;
10612643400|2786003|6;
10612643500|2786004|6;
9801656|2786383|222;
9801658|2786384|223;
9803593|2786005|169;
9803598|2786006|168;
9803600|2786007|168;
9804195|2786008|32;
9803603|2786009|167;
9803605|2786010|165;
9803835|2786473|90;
5578129603|2786314|95;
10612646100|2786315|5;
5578121803|2786316|90;
5578124903|2786317|86;
10612641000|2786472|5;
10612646200|2786228|3;
10612638500|2786318|61;
9804069|2786124|122;
9804071|2786125|121;
10612643300|2786385|27;
10612647300|2785914|5;
10612592900|2785267|5;
10612592900|2785053|5;
10612592900|2785694|5;
10612594600|2785876|4;
10612599800|2785817|45;
9804090|2786126|70;
9803988|2785840|38;
9803988|2785841|38;
9804337|2785915|21;
10612650700|2785842|4;
9804204|2786012|51;
10612648000|2786127|14;
10612650800|2786128|5;
10612650900|2785916|5;
9804346|2785917|15;
10612651800|2786229|5;
9803947|2786390|238;
9803948|2786391|222;
9803704|2786129|170;
10612640800|2786122|9;
10611845800|2783147|1434;
10612643600|2786319|15;
10612651000|2786015|14;
10612080800|2785578|1436;
9804349|2786392|20;
10612651900|2785918|5;
10612652300|2786016|4;
10612009900|2784223|1453;
10612279900|2784870|864;
9803770|2786017|279;
9803776|2786018|279;
9803307|2786393|276;
9803779|2786019|279;
9803306|2786394|277;
9803303|2786020|279;
9803782|2786021|278;
9803304|2786022|279;
9803784|2786395|278;
10612653000|2786023|5;
9804045|1|180;
9803724|2786320|18;
10612071300|2783685|5;
10611893600|2783980|1419;
9803686|1|210;
9804046|1|173;
9804056|1|170;
9804059|1|169;
9804060|1|168;
9803989|1|106;
10612653600|2786397|5;
10612652700|2786024|15;
9804136|2786130|12;
10612655000|2785852|4;
10612655000|2786321|4;
10612655000|2786322|4;
10612655000|2786230|6;
9803829|2786131|175;
9804122|2786132|43;
9804445|2786479|6;
10612647700|2786134|56;
10612654200|2785921|5;
10612654200|2785922|5;
10612652000|2785919|5;
5578188103|1|64;
9803035|2786482|82;
10612654000|2786477|5;
9803036|2786478|74;
10612655000|2786398|4;
10612655000|2786475|4;
10612655000|2786476|4;
10612656100|2785853|5;
9804738|2786324|21;
9804543|2786135|60;
10612655600|2786026|12;
9803872|2786027|94;
10612657400|2786400|5;
9804544|2785923|34;
9804353|2786401|16;
10612651400|2786323|34;
10612651400|2786399|31;
10612651400|2786025|31;
10612647500|2786011|6;
9804044|1|217;
9804351|1|40;
10612657300|2786137|10;
9802524|2786029|131;
9802525|2786030|132;
9802526|2786031|132;
9802527|2786032|133;
9802527|2786033|133;
9804001|2785854|44;
9804001|2785855|44;
9802528|2786034|136;
10612658600|2786326|5;
10612658700|2786138|5;
9802529|2786035|136;
9802530|2786036|137;
9802530|2786037|138;
9802531|2786038|138;
9802531|2786039|138;
9802532|2786040|139;
9802532|2786041|139;
9802534|2786042|139;
9802535|2786043|139;
9802536|2786044|140;
9802536|2786045|140;
9803875|2786142|87;
10612651400|2786133|31;
9804219|2786139|34;
9804744|2786140|13;
9803874|2786141|109;
9804325|2786327|145;
10612639900|2786329|138;
10612656600|2786330|26;
10612658500|2786402|14;
9802332|2785925|115;
10612659300|2786403|5;
10612659500|2786144|5;
9804448|1|59;
9804444|1|58;
9804447|1|54;
9804450|2786483|58;
9804449|2786484|61;
10612659400|2786485|12;
9804539|2786231|65;
9804048|1|236;
9804049|1|236;
9804050|1|235;
9804051|1|234;
9804052|1|234;
9804054|1|233;
9803991|1|148;
9804189|1|145;
9804192|1|142;
9802847|1|120;
9804212|1|101;
9804120|1|94;
9803737|1|59;
10612659800|2785856|15;
10612648100|2786474|22;
10612658200|2786143|16;
10612658200|2786328|11;
10612658200|2786046|12;
10612658200|2786047|15;
10612659700|2786486|6;
10612663300|2786147|5;
10612661200|2785860|15;
10612661200|2786406|17;
10612661200|2786487|15;
10612653400|2785920|5;
10612658800|2786052|36;
10612658800|2786053|36;
10612661600|2786051|5;
10612659900|2786050|20;
9803999|2785861|113;
10612661700|2786048|5;
9803328|2785862|85;
9803329|2785863|86;
9804352|2785929|86;
9804352|2785928|86;
9803330|2785864|86;
9803331|2785865|87;
10612665700|2786234|5;
10612660900|2785926|4;
10612660900|2786331|4;
10612663000|2786233|5;
10612663200|2786149|5;
9803617|2786410|33;
9803612|2786411|34;
9803620|2786412|35;
9803615|2786413|35;
9803616|2786414|36;
9803619|2786415|36;
9803621|2786416|36;
9803624|2786417|37;
10612661400|2786151|5;
9803968|2786418|278;
9803980|2786419|271;
9803979|2786420|272;
9804460|2786489|14;
9804460|2786490|14;
9803977|2786421|273;
9804459|2786491|14;
9803975|2786422|276;
9803877|1|60;
9803974|2786423|278;
9803972|2786424|279;
9803971|2786425|280;
9804455|2786492|33;
10612670100|2786156|5;
5578279203|1|15;
10612660400|2785868|35;
10612660400|2786059|36;
10612660400|2786152|35;
10612660400|2786058|35;
10612655200|2786136|10;
10612665400|2785933|35;
9803333|2785866|88;
9803970|2786571|279;
10612665400|2785931|35;
10612665400|2786573|35;
10612665400|2786158|35;
10612665400|2786499|36;
10612665400|2786340|35;
10612665400|2786426|35;
10612665400|2786427|35;
10612665400|2786496|35;
10612665400|2786497|35;
10612665400|2786498|35;
10612665400|2786062|35;
10612665400|2786063|35;
10612665400|2786064|35;
10612666600|2786335|10;
10612666600|2786336|10;
9803894|2786236|93;
10612628800|2785927|188;
9804147|2786159|288;
9804226|2786065|43;
10612670900|2786342|5;
9804148|2786160|288;
9804149|2786161|288;
9803899|2786237|51;
9803899|2786238|51;
10612670700|2786430|14;
10612670700|2786431|14;
9804654|2786344|56;
9803895|2786240|98;
10612678900|2786503|5;
10612679000|2786165|5;
9803891|1|90;
9803890|1|90;
9800992|1|360;
9803815|1|339;
9803818|1|326;
9804047|1|298;
9804073|1|271;
9804211|1|161;
9803882|1|90;
9803884|1|90;
9803886|1|90;
9803887|1|90;
9803888|1|90;
9803889|1|90;
10612672000|2786239|4;
10612672000|2786162|4;
10612672000|2786164|5;
10612672000|2786345|4;
10612672000|2786433|5;
10612672000|2786502|5;
10612672000|2785934|10;
10612672000|2786066|4;
10612679100|2786166|5;
10612476900|2786241|479;
10612661900|2786407|10;
10612292800|2786346|1243;
10612666000|2785867|5;
10612666000|2786235|5;
10612666000|2786408|5;
10612669000|2786432|5;
10612679700|2786070|5;
9803633|2785938|315;
10612657500|2786404|5;
9804232|2786242|58;
10612680700|2786671|5;
9803611|2785939|329;
10612670300|2786434|30;
9804150|2786167|310;
5011437457901|2786507|5;
9803893|2786243|129;
9803327|2785940|152;
9804033|2786575|15;
10612671100|2786506|5;
10612679600|2786672|26;
10612672000|2786163|4;
9804225|2786067|77;
9804566|2786068|81;
9804223|2786436|101;
5011437461301|2786168|6;
10612683100|2786244|4;
10612668000|2785869|6;
10612668000|2785870|6;
10612668000|2786154|6;
10612668000|2786155|9;
10612668000|2786337|6;
10612668000|2786339|9;
10612668000|2786493|9;
10612668000|2786060|9;
10612679200|2786674|31;
10612667000|2785930|6;
10612667000|2786334|6;
10612667000|2786409|6;
10612667000|2786057|6;
9804458|2786510|79;
9804457|2786511|79;
9799282|1|420;
9804646|1|109;
9803880|1|60;
10612679300|2786347|5;
10612678400|2786069|4;
10612681400|2785944|16;
10612683000|2786773|10;
10612670500|2786428|6;
10612670500|2786500|6;
10612611000|2785974|5;
10612682500|2786170|9;
10612682500|2786771|9;
10612682500|2786350|9;
10612682500|2786509|5;
10612682500|2786512|9;
10612682500|2786576|5;
10612684000|2786577|3;
10612669900|2785932|14;
10612681400|2785942|16;
10612682500|2785941|5;
10612682500|2785945|9;
10612669900|2786572|10;
10612686000|2786514|4;
9803885|2786245|175;
9804716|2785947|6;
10612670600|2786505|4;
10612669200|2786169|50;
10612664300|2786338|4;
10612652400|2786488|70;
9804395|2785948|26;
5011437411501|2786332|4;
10612669500|2786438|49;
10612687200|2786246|5;
10612683500|2786352|8;
9803736|2786779|188;
9804567|2785951|89;
9803441|2786441|3194;
9803513|1|480;
9804224|1|125;
10612687100|2786248|9;
9803902|2786249|69;
9804950|2786250|8;
10612276400|2786356|1530;
9804175|2785952|307;
10612691100|2786518|1;
10612690600|2786780|5;
9804398|2786443|41;
9804462|2786520|114;
9804461|2786521|114;
10612691300|2786684|10;
9803504|2786445|511;
10612684500|2786781|12;
10612683400|2785943|4;
10612683400|2786772|4;
10612683400|2786677|9;
9804739|2786784|166;
9804123|1|236;
9803997|1|150;
9804770|1|60;
9804771|1|60;
9804772|1|60;
9804773|1|60;
9804774|1|60;
9804775|1|60;
9804776|1|60;
9804777|1|60;
9804778|1|60;
9804779|1|60;
9804780|1|60;
9804781|1|60;
9804782|1|60;
9804783|1|60;
9804785|1|60;
9804786|1|60;
9804788|1|60;
9804789|1|60;
9804790|1|60;
9804791|1|60;
9804794|1|50;
9804795|1|50;
9804796|1|50;
9804797|1|50;
9804798|1|50;
9804799|1|50;
9804800|1|50;
9804801|1|50;
9804802|1|50;
9804803|1|50;
9804804|1|50;
9804805|1|50;
9804683|1|50;
9804684|1|50;
9804685|1|50;
9804687|1|50;
9804689|1|50;
9804692|1|50;
9804694|1|50;
9804696|1|50;
9804698|1|50;
9804703|1|45;
9804704|1|45;
9804705|1|45;
9804706|1|40;
9804707|1|40;
9804041|2786785|430;
9804768|2786786|99;
10612598000|2785973|5;
10612691400|2786360|5;
10612671200|2785937|4;
10612611500|2785069|6;
9804402|2786447|45;
9804252|2785953|286;
10612694300|2786523|15;
10612684200|2786519|5;
10612679900|2786782|50;
9804372|1|119;
9804470|1|60;
9804758|1|85;
9804374|1|73;
9804034|1|60;
9804708|1|40;
9804710|1|40;
9804711|1|40;
9804712|1|40;
9804811|1|26;
10612684700|2785946|4;
10612684700|2786351|4;
10612684700|2786439|4;
10612684700|2786513|4;
10612684700|2786681|4;
9804389|2786687|98;
10612688200|2786247|3;
10612688200|2786353|3;
10612688200|2786354|3;
10612688200|2786440|3;
10612688200|2786515|3;
10612688200|2786516|3;
10612688200|2786682|3;
10612688200|2786578|3;
10612692100|2786257|14;
10612692200|2786253|5;
10612694600|2786260|16;
10612639400|2786263|341;
10612694900|2786264|22;
5577369903|1|1905;
5578357103|2786265|61;
9804956|1|61;
5578379903|2786266|8;
9804420|2786448|35;
9804753|1|184;
9804717|2786362|25;
9803299|1|540;
9799961|1|540;
9803512|1|480;
9804217|1|210;
9803141|1|180;
9803142|1|180;
9803143|1|180;
9803145|1|180;
9803146|1|180;
9803147|1|180;
9803149|1|180;
9803150|1|180;
9803151|1|180;
9803152|1|180;
9803153|1|180;
9803154|1|180;
9803155|1|180;
9803156|1|180;
9804363|1|171;
9804365|1|166;
9804216|1|150;
9804761|1|131;
9804784|1|96;
9804218|1|90;
9804002|1|34;
9804220|1|30;
10612695000|2785956|4;
10612683700|2786685|55;
10612692000|2786527|51;
10612697100|2786688|6;
5578379903|1|20;
10612696100|2786788|4;
10612696100|2786789|4;
10612696100|2786525|4;
10612696100|2786581|4;
10612696100|2786582|4;
10612696100|2786583|6;
10612695500|2786261|6;
10612695500|2786787|5;
10612695300|2786365|23;
10612695300|2786584|23;
10612698300|2786585|5;
10612699400|2786530|5;
10612585400|2785052|13;
10612699000|2785959|5;
10612699000|2786369|5;
10612699000|2786531|14;
10612699000|2786368|5;
10612695300|2786366|23;
10612699000|2786367|5;
10612699000|2786586|5;
10612660500|2786232|3;
10612660500|2786145|3;
10612660500|2786146|3;
10612660500|2786405|3;
10612698100|2786872|4;
10612698100|2786528|4;
10612648300|2786028|49;
10612670200|2786429|3;
10612699900|2786874|5;
10612699700|2786370|4;
10612683800|2786256|49;
10612698000|2786873|3;
10612697200|2785958|3;
10612699800|2786534|14;
10612700300|2786876|4;
10612700300|2786533|4;
10612700300|2786589|4;
5578409603|1|10;
10612691500|2786579|10;
10612691900|2786444|4;
10612695400|2786267|5;
10612697400|2786450|5;
10612697700|2786588|11;
10612690400|2786517|5;
10612690900|2786683|5;
9805168|2786454|22;
10612691000|2786442|5;
10612694700|2786580|10;
10612701800|2786536|9;
10612614400|2786157|300;
10612614400|2786435|336;
9801943|1|600;
10612699000|2786690|5;
10612700300|2786790|4;
10612700700|2786973|5;
10612702800|2786459|5;
10612702500|2786460|12;
10612614100|2785462|4;
10612614100|2785977|5;
10612614100|2786061|301;
10612703100|2786461|3;
10612702700|2786590|9;
9803709|1|470;
10612703000|2786878|6;
9804493|2786537|58;
10612696400|2786791|35;
5578425003|2786880|4;
10612703800|2786793|5;
10612703600|2786881|10;
9804875|1|69;
10612702900|2786591|4;
10612704400|2785966|5;
5578425003|1|30;
10612700600|2785967|38;
10612705600|2786538|6;
10612692800|2785957|61;
10612692800|2785962|78;
10612692800|2785965|96;
10612692800|2786262|35;
10612692800|2786268|45;
10612692800|2786884|138;
10612692800|2786792|97;
10612692800|2786794|137;
10612692800|2786535|85;
10612692800|2786974|94;
10612692800|2786446|6;
10612692800|2786449|45;
10612692800|2786458|93;
10612692800|2786686|20;
10612692800|2786689|61;
10612692800|2786701|106;
10612692800|2786702|116;
10612692800|2786587|66;
10612692800|2786592|132;
10612692800|2786593|148;
10612703900|2786885|7;
10612703300|2786981|25;
10612690300|2786355|5;
10612691600|2786359|15;
5011437535801|2786795|70;
5011437535801|2786455|5;
5011437535801|2786700|5;
10612705500|2786703|4;
10612707200|2786594|11;
10612704000|2786595|56;
10612707700|2786890|7;
10612708200|2786539|7;
10612708600|2786892|2;
10612708500|2786541|9;
10612707500|2786540|5;
10612707900|2786706|20;
5011437583501|2786705|5;
10612690800|2786982|220;
10612690700|2786707|220;
10612707400|2786891|4;
5578436003|1|70;
10612708700|2786893|10;
10612708800|2786709|10;
10612705200|2787074|70;
10612705200|2786983|76;
10612705200|2786543|76;
10612705200|2786708|70;
5578440903|1|85;
10612709200|2786599|21;
10612706400|2786889|20;
10612706400|2786462|20;
10612706400|2786704|21;
10612706400|2786596|21;
10612708900|2786598|3;
10612703700|2786463|94;
5578482303|1|10;
10612714700|2786467|2;
5578477703|1|25;
9804878|2786715|34;
10612714900|2786902|5;
10612715700|2786552|4;
10612715700|2786553|4;
10612715600|2786470|5;
10612718300|2787080|4;
10612718300|2787081|4;
10612718300|2787082|4;
10612718300|2787083|4;
10612718300|2786803|4;
10612718300|2786804|3;
10612718300|2786805|4;
10612718300|2786991|3;
10612718300|2786992|4;
10612718300|2786993|4;
10612718300|2787171|4;
10612718300|2787172|4;
10612718300|2787173|4;
10612718300|2787174|4;
10612718300|2786555|4;
10612718300|2786556|3;
10612718300|2786716|3;
10612718300|2786717|4;
10612718300|2786718|4;
10612718300|2786719|4;
10612718300|2786603|4;
10612718300|2786604|3;
10612718300|2786605|4;
10612718300|2786606|3;
10612714500|2786554|5;
10612712800|2787075|23;
10612712800|2787076|23;
10612712800|2787077|25;
10612712800|2787078|25;
10612712800|2787079|25;
10612712800|2786896|23;
10612712800|2786897|23;
10612712800|2786898|23;
10612712800|2786899|23;
10612712800|2786900|25;
10612712800|2786901|25;
10612712800|2786797|23;
10612712800|2786798|23;
10612712800|2786799|23;
10612712800|2786800|18;
10612712800|2786801|25;
10612712800|2786802|20;
10612712800|2786985|23;
10612712800|2786986|18;
10612712800|2786987|23;
10612712800|2786988|25;
10612712800|2786989|25;
10612712800|2786990|25;
10612712800|2786464|23;
10612712800|2786465|23;
10612712800|2786466|23;
10612712800|2786468|25;
10612712800|2786469|25;
10612712800|2786545|3;
10612712800|2786546|24;
10612712800|2786547|23;
10612712800|2786548|23;
10612712800|2786549|18;
10612712800|2786550|25;
10612712800|2786710|23;
10612712800|2786711|23;
10612712800|2786712|23;
10612712800|2786713|25;
10612712800|2786714|26;
10612712800|2786600|23;
10612712800|2786601|23;
10612712800|2786602|25;
10612713900|2786984|3;
10612714200|2786551|10;
10612696900|2786529|5;
10612719500|2786557|3;
10612707800|2786597|5;
10612720700|2786808|10;
10612708000|2787073|6;
10612719600|2786608|25;
10612720300|2786721|5;
9804880|2786722|14;
10612721000|2787085|9;
10612718300|2786903|4;
10612718800|2786720|21;
10612721100|2786911|5;
10612719000|2786810|40;
10612715200|2786812|82;
9804499|1|79;
10612720500|2787084|11;
10612721800|2786809|5;
10612721800|2786723|5;
10612721800|2786609|5;
10612722900|2786561|10;
10612723100|2786610|5;
10612722100|2786814|18;
10612722100|2786724|18;
10612715500|2786909|15;
9805078|1|82;
